Module Code,Title
PS4217C,Major Political Thinkers: Montaigne
PS4218,European Foreign Policy
PS4219,Comparative Political Thought
PS4220,Rhetoric and Politics
PS4221,Contemporary Politics of Northeast Asia
PS4222,Politics of Social Policy
PS4223,Program Evaluation in the Public Sector
PS4224,State and Society
PS4225,Contemporary Issues in Chinese Politics
PS4881A,Topics in CP: Comparative Political Institutions
PS4881C,Topics in CP: Labour Politics
PS4881D,Topics in CP: Money and Politics
PS4882A,"Topics in IR: Globalisation, Security and the State"
PS4882B,Topics in IR: 20th Century International Thought
PS4882C,Topics in IR: Scientists and Foreign Policy
PS4882D,Topics in IR: Politics of Global Migration
PS4882E,Topics in IR: Arms Control
PS4882F,The Politics of International Trade
PS4882G,Topics in IR: Politics of Intl Economic Relations
PS4884A,Topics in PA: Applying Public Policy Theory
QF2101,Basic Financial Mathematics
QF3101,Investment Instruments: Theory and Computation
QF4102,Financial Modelling
QF4201,Financial Time Series: Theory and Computation
RE1101,Fundamentals of Real Estate Finance
RE1102,Urban Land Use & Development
RE1103,PROPERTY AND FACILITIES MANAGEMENT
RE1104,PRINCIPLES OF REAL ESTATE VALUATION
RE1105,Understanding Design and Construction
RE1301,REAL ESTATE BUSINESS
RE1801,Foundations of Real Estate Business
RE1802,Real Estate Law
RE1803,Urban Land Use and Development
RE1803,Urban Land Use & Development
RE1804,Fundamentals of Real Estate Finance
RE1805,Real Estate Management
RE2101,Real Estate Market Analysis
RE2102,REAL ESTATE ECONOMICS
RE2103,Urban Planning
RE2104,Real Estate Finance
RE2105,Real Estate Law
RE2106,Real Estate Marketing & Negotiation
RE2107,PROPERTY TAX AND STATUTORY VALUATION
RE2201,Quantitative Methods in Real Estate
RE2301,GIS for Real Estate
RE2801,Urban Planning
RE2802,Real Estate Economics
RE2803,Principles of Valuation
RE2803,PRINCIPLES OF REAL ESTATE VALUATION
RE2804,Real Estate Finance
RE2805,Real Estate Marketing and Negotiation
RE2805,Real Estate Marketing & Negotiation
RE2901,GIS for Real Estate
RE2902,Quantitative Methods in Real Estate
RE2903,Asset and Facility Management
RE3101,ADVANCED REAL ESTATE VALUATION
RE3102,ADVANCED TOPICS IN URBAN PLANNING
RE3103,Real Estate Development
RE3104,Real Estate Investment Analysis
RE3107,REAL ESTATE PRACTICE AND ETHICS
RE3212,CORPORATE INVESTMENT IN REAL ESTATE
RE3222,URBAN DESIGN AND CONSERVATION
RE3302,ENVIRONMENTAL ISSUES IN CITIES
RE3801,Real Estate Market Analysis
RE3802,Real Estate Investment
RE3803,Real Estate Practice and Ethics
RE3804,Research Methodology
RE3805,Advanced Real Estate Valuation
RE3901,Behavioral Studies in Real Estate
RE3901,Behavioural Studies in Real Estate
RE3902,Real Estate Finance Law
RE3903,Environmental Issues in Real Estate
RE3904,Real Estate Development Law
RE4180,Real Estate Practice And Research
RE4190,Negotiation In Real Estate
RE4210,REAL ESTATE FINANCE SEMINAR
RE4212,REAL ESTATE SECURITIZATION
RE4213,REAL ESTATE RISK ANALYSIS AND MANAGEMENT
RE4220,URBAN PLANNING SEMINAR
RE4223,URBAN PLANNING IN ASIAN CITIES
RE4290,Globalization Of Real Estate Markets
RE4291,Comparative Housing Systems
RE4292,International Real Estate
RE4390,Advanced Real Estate Valuation
RE4490,Selected Topics In Urban Planning And Management
RE4801,Public Policy and Real Estate Markets
RE4802,Real Estate Development
RE4901,Investment and Development Appraisal
RE4902,International Real Estate Investment
RE4903,Housing Markets and Housing Policies
RE4904,Regional Real Estate Sectoral Markets
RE4905,Real Estate and Capital Markets
RE4906,Topics in Urban Planning
RE4907,International Real Estate Analysis
RE4908,Advanced Planning Theories and Techniques
SC1101E,Making Sense of Society
SC2101,Methods of Social Research
SC2202,Sociology of Work
SC2203,Social Psychology
SC2204,Social Inequalities : Who Gets Ahead?
SC2205,Sociology of Family
SC2206,Culture & Society
SC2208,Population & Society
SC2209,"Money, Business and Social Networks"
SC2210,Sociology of Popular Culture
SC2211,Medical Sociology
SC2212,Sociology of Deviance
SC2213,Childhood and Youth
SC2214,Mass Media & Culture
SC2215,The Sociology of Food
SC2216,Emotions and Social Life
SC2217,Sociology of Tourism
SC2218,Anthropology and the Human Condition
SC2220,Gender Studies
SC2221,Environment and Society
SC2222,Sociology of Sport and Leisure
SC3101,Social Thought & Social Theory
SC3202,From Modernization to Globalization
SC3203,Race and Ethnic Relations
SC3204,Sociology of Education
SC3205,Sociology of Power:Who Gets to Rule?
SC3206,Urban Sociology
SC3208,Religion in Society & Culture
SC3209,Data Analysis in Social Research
SC3211,"Science, Technology & Society"
SC3213,Ethnographic Analysis of Visual Media
SC3214,Sociology of Life Course and Ageing
SC3219,Sexuality in Comparative Perspective
SC3220,"Ritual, Performance and Symbolic Action"
SC3221,Qualitative Inquiry
SC3222,Social Transformations in Modern China
SC3223,Visual Culture I: Seeing & Representing
SC3224,Theory and Practice in Cultural Studies
SC3225,Social Capital
SC4201,Contemporary Social Theory
SC4202,Reading Ethnographies
SC4203,Sociology of Organizations
SC4206,Urban Anthropology
SC4208A,Comparative Analysis of Human Rights
SC4208B,Body and Society
SC4208C,"Religion, Deviance and Identity"
SC4208E,"State, Governance and Governmentality"
SC4209,Interpretive Sociology
SC4210,Sociology of Migration
SC4212,Social Memory
SC4213,Qualitative Data Collection
SC4214A,Health and Social Behaviour
SC4215A,Perspectives on State & Society
SC4215B,"Citizenship, Nation and Globalization"
SC4215D,Welfare and Social Justice
SC4216,Selected Topics in Law and Justice
SC4217,Social Movements and Collective Behaviour
SC4218,"Religions, Secularity, Post-Secularity"
SC4220,"Gender, Culture and Ageing"
SC4880A,Communication and Social Structure
SC4882A,Perspectives on State & Society
SC4882B,"Citizenship, Nation and Globalization"
SC5208,Issues in Singapore Society
SC5209,Sociology of Everyday Life
SE1101E,Southeast Asia: A Changing Region
SE2210,Popular Culture in Southeast Asia
SE2212,Cities and Urban Life in Southeast Asia
SE2213,Politics in Southeast Asia
SE2214,Arts of Southeast Asia
SE2216,"Idols, Villains, and Jesters"
SE2217,War and Southeast Asia
SE2218,Growth and Development in Southeast Asia
SE2218,Changing Economic Landscape of SE Asia
SE2219,Culture and Power in Southeast Asia
SE2221,Old and New Music in Southeast Asia
SE2224,Unmasked! An Introduction to Traditional Dance in SEA
SE2880,Topics in Southeast Asian Studies
SE3211,"Religion, Society & Politics in SE Asia"
SE3213,"Rice, Spice & Trees: Peasants in SE Asia"
SE3214,Marketing Southeast Asia's Heritage
SE3216,Migration and Diaspora in Southeast Asia
SE3218,Industrialising Singapore and SE Asia
SE3219,Country Studies: Island Southeast Asia
SE3220,Country Studies: Mainland Southeast Asia
SE3221,Traditional Music in a SE Asian Country
SE3222,Gender in Southeast Asia
SE3224,Thai Drawing and Painting
SE3880,Topics in Southeast Asian Studies
SE4101,SEA Studies: Theory & Practice
SE4101A,SEA Studies: Theory & Practice
SE4216,Southeast Asia in Archaeological Perspective
SE4217,Southeast Asia in the Global Economy
SE4218,Majorities and Minorities in SE Asia
SE4220,Special Studies on Southeast Asia
SE4223,"Knowledge, Power and Colonialism in Southeast Asia"
SE4224,Politics and Business in Southeast Asia
SE4226,Doing Ethnography in Southeast Asia
SE4229,Research in Southeast Asia Religions
SE4401,Honours Thesis
SE5229,Anthropological Approaches to SE Asia
SE5229R,Anthropological Approaches to SE Asia
SE5294,The Politics of Environment in SE Asia
SH5002,Fundamentals in Industrial Safety
SH5004,Fundamentals in Industrial Hygiene
SH5101,INDUSTRIAL TOXICOLOGY
SH5402,Advanced SHE Management
SN1101E,"South Asia : People, Culture, Develop'm"
SN2213,Governance and Politics in South Asia
SN2231,Contemporary South Asian Economies
SN2232,"South Asia:Poverty, Inequality, Power"
SN2233,India's Economic Policies & Performance
SN2234,Gender and Society in South Asia
SN2271,Religion and Society in South Asia
SN2273,Introduction to Indian Thought
SN2275,Tamil Studies I
SN2276,Islam: Society and Culture in South Asia
SN2277,Indian Communities in Southeast Asia
SN2278,Introduction to Sikhism
SN2279,"The Making of Modern India, 1856-1947"
SN3231,South Asia and the World Economy
SN3232,"South Asia : Development, Issues, Debates"
SN3261,"Exile, Indenture, IT: Global South Asians"
SN3262,"The Struggle for India, 1920-1964"
SN3274,South Asian Cinema
SN3275,Tamil Studies II
SN3276,Indian Religious Texts
SN3276,Introduction to Classical Indian Texts
SN3278,Rivers of India: Divinity & Sacred Space
SN3279,"Language, Culture and Identity in India"
SN3280,Governing Public Services in India
SN3880A,Art of India
SN4101,Approaches to the Study of South Asia
SN4102,Critical Debates in South Asian Studies
SN4401,Honours Thesis
SN4880A,Print Culture in India: History and Its Future
SP1001,Career Planning & Preparation
SP1201B,Freshman Seminar
SP1201C,Freshman Seminar
SP1201M,Freshman Seminar
SP1201P,Freshman Seminar
SP1201S,Freshman Seminar
SP1202,Communicating with the Academy
SP2251,Science at the Nanoscale
SSA1201,Singapore Society
SSA1202,Southeast Asia: A Changing Region
SSA1203,"Singapore, Asia and American Power"
SSA1207,Singapore Literature in English: Selected Texts
SSA1208,Everyday Life of Chinese Singaporeans: Past & Present (taught in English)
SSA2202,Changing Landscapes of Singapore
SSA2203,Chinese Businesses in Singapore & Beyond
SSA2204,Nation-Building in Singapore
SSA2205,Japan and Singapore
SSA2206,Islam and Contemporary Malay Society
SSA2207,Politics in Southeast Asia
SSA2208,Singapore's Military History
SSA2209,Government and Politics of Singapore
SSA2211,The Evolution of a Global City-State
SSA2214,Singapore and India: Emerging Relations
SSA2215,The Biophysical Environment of Singapore
SSA2218,Singapore Film: Performance of Identity
SSA2218,Singapore Film : Performance of Identity
SSA2219,South Asia in Singapore
SSA2220,Global Economic Dimensions of Singapore
SSA2220T,Global Economic Dimensions Of Singapore
SSA2221,Popular Culture in Singapore
SSA2222,Public Administration in Singapore
SSA3201,Singapore English-Language Theatre
SSA3203,The Malays of Singapore
SSA3205,Singapore's Foreign Policy
SSB1204,Labour Law In Singapore
SSB1204T,Labour Law In Singapore
SSB2212,Singapore Legal System: Implications For Business
SSB2216,Employee Management In Singapore
SSB2216T,Employee Management In Singapore
SSD1203,Real Estate Development & Investment Law
SSD2210,Managing Singapore's Built Environment
SSD2213,Singapore Urban History & Architecture
SSM1206,Active Ageing in Singapore
SSS1207,Natural Heritage of Singapore
SSU2002,Identities in Asia
ST1131,Introduction to Statistics
ST1131A,Introduction to Statistics
ST1232,Statistics for Life Sciences
ST2131,Probability
ST2132,Mathematical Statistics
ST2137,Computer Aided Data Analysis
ST2334,Probability and Statistics
ST3131,Regression Analysis
ST3232,Design & Analysis of Experiments
ST3233,Applied Time Series Analysis
ST3234,Actuarial Statistics
ST3235,Statistical Quality Control
ST3236,Stochastic Processes I
ST3239,Survey Methodology
ST3240,Multivariate Statistical Analysis
ST3241,Categorical Data Analysis I
ST3242,Introduction to Survival Analysis
ST3243,Statistical Methods in Epidemiology
ST3244,Demographic Method
ST3244,Demographic Methods
ST3246,Statistical Models for Actuarial Science
ST4231,Computer Intensive Statistical Methods
ST4232,Nonparametric Statistics
ST4233,Linear Models
ST4234,Bayesian Statistics
ST4238,Stochastic Processes 2
ST4238,Stochastic Processes II
ST4240,Data Mining
ST4241,Design & Analysis of Clinical Trials
ST4242,Analysis of Longitudinal Data
ST4245,Statistical Methods for Finance
ST5206,Generalized Linear Models
ST5207,Nonparametric Regression
ST5214,Advanced Probability Theory
ST5215,ADVANCED STATISTICAL THEORY
ST5217,STATISTICAL METHODS FOR GENETIC ANALYSIS
ST5218,Advanced Statistical Methods in Finance
SW1101E,Introduction to Social Work
SW1101E,Social Work: A Heart-Head-Hand Connection
SW2101,Working with Individuals and Families
SW2103,Social Group and Community Work Practice
SW2104,Human Development over the Lifespan
SW2105,Relationship Skills & Social Work
SW2106,Social Group Work Practice
SW3101,Social Work Research Methods
SW3105,Community Work Practice
SW3201,Agency Planning and Development
SW3202,Practicing Theories in Social Work
SW3203,Communication & Public Education
SW3204,Social Work & Rehabilitation of Offenders
SW3207,Social Work in Medical Settings
SW3209,Counselling Theories & Practice
SW3211,Community-Based Family Services
SW3213,Working With Older Adults
SW3214,Counselling Process & Skills
SW3215,Socio-Cultural Theories in Social Work
SW3216,Urban Youth Work
SW3217,Mental Health and Illness
SW3219,Child-centric Social Work
SW3880,Special Topics in Social Work
SW4101,Advanced Family-Centred Swk Practice
SW4102,Advanced Social Policy & Planning
SW4103,Advanced Research and Evaluation
SW4201,Theory Building in Social Work Practice
SW4202,Special Areas of Social Work Practice
SW4208,Social Gerontology
SW4211,Welfare Economics
SW4212,Advanced Occupational Soc Work Practice
SW4213,SOCIAL NETWORKS & SOCIAL SUPPORT
SW4214,Comparative Social Service Systems in SEA
SW4216,Advanced Studies in Community Work
TC1401,Mathematics I
TC1406,Computer Applications
TC1422,Materials for Chemical Engineers
TC2113,Unit Operations
TC2401,Mathematics II
TC2421,Mathematics For Chemical Engineers
TC3111,Process Dynamics & Control
TC3112,Mass Transfer Operations
TC3114,Fluid-Particle Systems
TC4101,Chemical Plant Safety And Reliability
TC4109,Design Project
TC4118,BTech Dissertation
TC4202,Polymer Science
TC4213,Water Pollution Control
TE2002,Engineering Mathematics II
TE2003,Advanced Mathematics for Engineers
TE2101,Programming Methodology
TE3201,Software Engineering
TE3801,Robust Design Of Electronic Circuits
TE4001,BTech Dissertation
TG1401,Engineering Mathematics I
TG2415,Ethics In Engineering
TG3001,Industrial Practice
TM1402,Engineering Mathematics II
TM2112,Mechanics Of Machines
TM2122,Heat Transfer
TM2401,Engineering Mathematics II
TM3101,Mechanical Systems Design
TM4101,B.Tech. Dissertation
TM4209,The Management Of New Prod. Development
TP5025,Intelligent Transportation Systems
TP5026,Transportation Management & Policy
TP5027,Transport & Freight Terminal Management
TP5028,Intermodal Transportation Operations
TR2201,Entrepreneurial Marketing
TR2202,Technological Innovation
TR2202A,Technological Innovation
TR2202B,Technological Innovation
TR3001,New Product Development
TR3002,New Venture Creation
TS1101E,Introduction to Theatre and Drama
TS2120,Probability and Statistics
TS2231,History and Theory of Western Theatre 1
TS2232,Introduction to Asian Theatre
TS2233,Praxis in Theatre and Performance Theory
TS2233,Making Contemporary Performance
TS2234,"Cultural Policy, the Arts and Society"
TS2235,Marketing the Arts and Leisure Services
TS2236,Crossing Boundaries in Performance
TS2237,Acting: Theory and Practice
TS2237,As If: Actors and Acting
TS2238,Singapore Film: Performance of Identity
TS2239,Major Playwrights of the 20th Century
TS2240,Voice Studies and Production
TS2243,Film Genres: Stars and Styles
TS2880A,Modern Drama in Asia
TS3010,Systems Thinking and Design
TS3103,Play Production
TS3231,History and Theory of Western Theatre 2
TS3232,Performance & Social Space
TS3233,Southeast Asian Performance
TS3234,Performance and Popular Culture
TS3235,Singapore English-Language Theatre
TS3236,Ecologies of Performance
TS3237,Acting and Directing in Asian Theatre
TS3238,Acting for the Screen
TS3239,Classical Asian Dramatic Texts
TS3242,Intercultural Theatre
TS3243,Stage and Screen
TS4213,Stylistics of Drama
TS4216,Feminism and Theatre
TS4217,Cultural Performance in Asia
TS4218,Theatre and Postmodernism
TS4219,Media and Popular Performance
TS4220,Shakespeare and Film
TS4221,Performance Research
TS4880B,Applied Theatre
TS4880C,Contemporary Performance Practices
UAR2201,Cyberart
UAR2204,Sonic Arts And Sciences
UBZ3001,Conflict Resolution: Negotiation And Mediation
UCV2203,Civilisations Of India Contemporary Indian Communities
UCV2207,The Politics of Heritage
UCV2207,Politics of Heritage : Singapore and the Region
UCV2208,"Sinbad, Shipwrecks and Singapore"
UD5221,Theory And Elements Of Urban Design
UHB2201,Human Relations
UHB2204,Virtue And Leadership
UHB2206,Leadership in a Complex World
UHB2207,"Language, Cognition, and Culture"
UIT2201,Computer Science & The I.T. Revolution
UIT2203,Digital Information Systems & Society
UIT2204,Foundations Of Engineering
UIT2205,Quantum Computing & Information
UIT2206,The Importance of Being Formal
ULS2201,The Biomolecular Revolution
ULS2202,Evolution
ULS2204,Biodiversity And Conservation Biology
ULS2205,Biosemiotics: Signs In Nature
ULT2298C,Topics In Lit. 1
ULT2298D,Imagining War
ULT2298E,Chapbooks to Digital Poetry: Poetics Mash-Up
ULT2299A,Topics In Lit. 2
ULT2299C,Topics in Lit. 2: The Subject of Reading
ULT2299D,The Politics of Language and Literacy
ULT2398B,Topics In Lit. 1
UNL2201,"Space, Time And Matter"
UNL2204,"The Birth, Life And Death Of Stars"
UNL2205,Waves in Nature
UNL2206,Nature's Threads
UNL2207,The Nature of Natural Law
UPC2201,Chemicals And Us
UPC2206,Nanoscale Science And Technology
UPI2201,Negotiating Moral Issues
UPI2202,The Quest For Moral Excellence
UPI2205,Ethics And The Environment
UPI2206,Creative Thinking: Innovation and Deal-Making
UPI2207,Ethics and Aesthetics: The Moral Value of Representational Art
UPI2208,Imagining Animals
UQF2101A,Quantitative Reasoning Foundation: Epidemics
UQF2101B,Quantitative Reasoning Foundation: Mental Events
UQF2101C,Quantitative Reasoning Foundation: DNA Evidence in a Court of Law
UQF2101D,Quantitative Reasoning Foundation: Medical Epidemiology
UQR2202,Uncertainty
UQR2203,Mathematical Ideas: Their Formation & Evolution
UQR2206,Simplicity
USC2001,Discovering Science 1 - Energy
USC3001,Complexity
USC3002,Picturing the World Through Mathematics
USE2206,Emerging Global Politics
USE2208,Modern Cities: Problems and Perspectives
USE2209,Historicizing the Black Pacific
USE2304,Singapore: The Making Of A Nation
USE2305,Southeast Asia: The Making Of A Region
USE2306,Disasters and Responses
USE2307,HIV/AIDS: From Microbes to Nations
USE2308,New Media and Politics
USE2309,Ordinary Politics
USE2310,Questioning Sustainable Development
USE2311,"Archives, Biography, Memory in Singapore"
USE2313,Understanding Law and Social Change
USE2314,Politics and Emotion
USP3501,The Problematic Concept Of 'Gender'
USP3503,Ethnomethodology: Semiotics of Everyday Life
USP3505,Asianism and Singapore
USP3506,Religions in the Contemporary World
USP3508,The Politics of the Body
USP3509,Law and Violence
USP3510,"Reason, Secularization & Multiculturalism"
USS2105,University Scholars Seminar
UWC2101H,Writing & Critical Thinking
UWC2101I,Writing & Critical Thinking
UWC2101J,Writing & Critical Thinking
UWC2101K,Writing & Critical Thinking
UWC2101P,Writing & Critical Thinking
UWC2101T,Writing & Critical Thinking
UWC2101U,Writing & Critical Thinking
UWC2102A,Writing and Research: Globalizing Food
UWC2102B,Writing and Research Controversies in the History of Ideas
WP2201A,Expository Writing: Language Death
WP2201B,Expository Writing: Models of Press Freedom
WP2201C,Mars/Venus: Gender & (Mis)Communication
WP2201D,Writing in a Digital World
WP2201E,From Human to Posthuman
WP2201F,Globalization and Screen Media
WP2201G,Language and Migration
WP2201H,Eating Right(s): The Politics of Food
WP2201I,Messing with Nature: Unintended Consequences
WP2201J,Politics of Prizes
WP2201J,Prizes and Popular Culture
WP2210A,Analytical Writing: Language Death
WP2210B,Analytical Writing: Models of Press Freedom
XD2101,Approaches to the Study of Religion
XD3101,Theory and Practice in Cultural Studies
XD3102,Gender Studies Across Disciplines
XD3103,Planet Earth
XFB4001,Integrated Honors Thesis
